source,id,comment_id,text,level1,level2,level3,level4,stereotype_a1,stereotype_a2,stereotype_a3,stereotype,stereotype_soft,implicit_a1,implicit_a2,implicit_a3,implicit,implicit_soft
detests,d_9_02,d_9,"Y con el islam podría ser igual, si hay ciertos elementos de su libro sagrado que contradicen las leyes españolas, que se prohíba su enseñanza.",d_9_01,d_2,d_51,20170819_CR,1,0,0,0,0.2689,0,0,0,0,0.0474
detests,d_10_01,d_10,"Claro que sonamos igual, eso es lo que dicen para convencer a toda esa piara de imbéciles, otra cosa es que lo hagan, que durante siglos han demostrado que no, se llama política.",0,d_6,d_144,20170819_CR,0,0,0,0,0.0474,0,0,0,0,0.0474
detests,d_10_02,d_10,"La diferencia es que yo no soy político, soy científico activo y mi labor si aporta de verdad, sin parafernalias, teatro y mentiras.",d_10_01,d_6,d_144,20170819_CR,0,0,0,0,0.0474,0,0,0,0,0.0474
detests,d_11_01,d_11,¿Tu crees que deberiamos tolerar alos nazis y supremacistas porque ahora no matan tanto como otros?,0,0,0,20170819_CR,0,0,0,0,0.0474,0,0,0,0,0.0474
detests,d_11_02,d_11,Dudas por un momento que nada les gustaria mas que matar tanto o mas que DAESH?,d_11_01,0,0,20170819_CR,0,0,0,0,0.0474,0,0,0,0,0.0474
detests,d_11_03,d_11,No trates de hacer que unos parezcan mas buenos frente a los otros.,d_11_02,0,0,20170819_CR,0,0,0,0,0.0474,0,0,0,0,0.0474
detests,d_11_04,d_11,Todos ellos son igual de peligrosos y pernicisosos.,d_11_03,0,0,20170819_CR,0,0,0,0,0.0474,0,0,0,0,0.0474
detests,d_11_05,d_11,Se nutren del odio que siembran y tratan de alcanzar poder e influencia dividiendo y enfrentando.,d_11_04,0,0,20170819_CR,0,0,0,0,0.0474,0,0,0,0,0.0474
detests,d_11_06,d_11,Son Iguales.,d_11_05,0,0,20170819_CR,0,0,0,0,0.0474,0,0,0,0,0.0474
detests,d_12_01,d_12,"Pero vamos a ver, realmente, en serio, alguien se cree que el Imán va por ahí soltando gilipolleces en los sermones?",0,0,0,20170819_CR,0,0,0,0,0.0474,0,0,0,0,0.0474
detests,d_12_02,d_12,"Estos tíos lo que hacen es mirar, ver quien es más vulnerable y atacar luego en privado para llevarlos a su causa.",d_12_01,0,0,20170819_CR,1,1,1,1,0.9526,0,1,1,1,0.7311
detests,d_12_03,d_12,"Como con las sectas, que te empiezan con el buenrollismo, localizan a los débiles y una vez alejados del grupo atacan.",d_12_02,0,0,20170819_CR,0,1,0,0,0.2689,0,1,0,0,0.2689
detests,d_12_04,d_12,Lo que se debería de controlar es quién manda esos imanes y los designa.,d_12_03,0,0,20170819_CR,0,0,0,0,0.0474,0,0,0,0,0.0474
detests,d_13_01,d_13,"Esto es súper peligroso, imagina millones de personas a las que se les dice que la vida que están sufriendo es la única que hay y que tienen que resolver sus problemas por ellos mismos.",0,0,0,20170819_CR,0,1,0,0,0.2689,0,1,0,0,0.2689
detests,d_13_02,d_13,Imagina un país como la India dónde hay millones de personas en castas inferiores que no protestan aunque los trates como ratas,d_13_01,0,0,20170819_CR,1,1,1,1,0.9526,0,1,0,0,0.2689
detests,d_14_01,d_14,"No, creo que al radicalismo islámico se le está tolerando mucho más cuando suponen una amenaza mayor.",0,d_11,d_11,20170819_CR,1,1,1,1,0.9526,0,0,0,0,0.0474
detests,d_15_01,d_15,"Como si no hubieran suficientes medios digitales para lavar el cerebro y solamente una mezquita es la única causa posible ""En unos meses"".",0,d_128,d_128,20170819_CR,0,0,0,0,0.0474,0,0,0,0,0.0474
detests,d_15_02,d_15,Esos chicos ya lo tenían claro de antes,d_15_01,d_128,d_128,20170819_CR,0,0,0,0,0.0474,0,0,0,0,0.0474
detests,d_16_01,d_16,Eso no tiene que ver con el ateísmo.,0,d_155,d_155,20170819_CR,0,0,0,0,0.0474,0,0,0,0,0.0474
detests,d_16_02,d_16,"Tienes a una iglesia, que declara una cruzada o guerra santa contra los que ganaron las elecciones, en un ambiente de guerra civil, que esperaban.",d_16_01,d_155,d_155,20170819_CR,0,0,0,0,0.0474,0,0,0,0,0.0474
detests,d_17_01,d_17,"independientmente de los billetes, muchos te dirán que no es políticamente correcto",0,0,0,20170819_CR,0,0,0,0,0.0474,0,0,0,0,0.0474
detests,d_18_01,d_18,"Las mentiras que parece que se te escapan son las que te cuentas a ti mismo creyendo que tu vision es neutra e ideal, y traeria una sociedad El cientifismo tambien ha causado tragedias enormes y las buenas voluntades no estan carentes de consecuencias terribles.",0,d_10,d_144,20170819_CR,0,0,0,0,0.0474,0,0,0,0,0.0474
detests,d_18_02,d_18,Tu odio visceral no traeria nada bueno.,d_18_01,d_10,d_144,20170819_CR,0,0,0,0,0.0474,0,0,0,0,0.0474
detests,d_18_03,d_18,"Quizas si te diese satisfacciones, pero para la mayoria de la sociedad no seria mejor.mejor si se ajustase a tu criterio inefable.",d_18_02,d_10,d_144,20170819_CR,0,0,0,0,0.0474,0,0,0,0,0.0474
detests,d_19_01,d_19,Un así tuvieron que juntarse 12 iguales y planear el ataque.,0,d_15,d_128,20170819_CR,0,0,0,0,0.0474,0,0,0,0,0.0474
detests,d_19_02,d_19,Eso no debería de ser posible con una buena vigilancia y anulación de entornos radicales aplicando medidas drásticas.,d_19_01,d_15,d_128,20170819_CR,0,0,0,0,0.0474,0,0,0,0,0.0474
detests,d_20_01,d_20,¿Tenían mucha culpa los monjes que eran fusilados?,0,d_16,d_155,20170819_CR,0,0,0,0,0.0474,0,0,0,0,0.0474
detests,d_20_02,d_20,Porque aquí nadie es mejor que nadie.,d_20_01,d_16,d_155,20170819_CR,0,0,0,0,0.0474,0,0,0,0,0.0474
detests,d_21_01,d_21,"Cierto que ahora el radicalismo islamico esta en auge, pero no por ello hay que tolerar los otros movimientos de odio.",0,d_14,d_11,20170819_CR,0,0,0,0,0.0474,0,0,0,0,0.0474
detests,d_21_02,d_21,"El radicalismo islamico ha de perseguirse, y por su propia naturaleza ha de hacerse desde dentro de las comunidades, apoyando a quienes lo denuncian y teniendo informantes en todos sitios.",d_21_01,d_14,d_11,20170819_CR,0,0,0,0,0.0474,0,0,0,0,0.0474
detests,d_21_03,d_21,"Y a pesar de eso no se podra evitar que siga habiendolo, de la misma forma que no se ha podido evitar que siga habiendo asociaciones de ultra-derecha que siembran el odio por los cuatro costados.",d_21_02,d_14,d_11,20170819_CR,0,0,0,0,0.0474,0,0,0,0,0.0474
detests,d_21_04,d_21,No se puede erradicar.,d_21_03,d_14,d_11,20170819_CR,0,0,0,0,0.0474,0,0,0,0,0.0474
detests,d_21_05,d_21,"Solo podemos educar a la sociedad para que denuncie y no tolere ni apoye esos movimientos, sean de la bandera que sean.",d_21_04,d_14,d_11,20170819_CR,0,0,0,0,0.0474,0,0,0,0,0.0474
detests,d_22_01,d_22,"Ale, lo que tú digas, no debato con dogmáticos, ve a ver a tu lider espiritual para que te diga como tienes que pensar.",0,d_18,d_144,20170819_CR,0,0,0,0,0.0474,0,0,0,0,0.0474
detests,d_22_02,d_22,Simple hasta la desidia.,d_22_01,d_18,d_144,20170819_CR,0,0,0,0,0.0474,0,0,0,0,0.0474
detests,d_23_01,d_23,El tema es que le basta con recitar textualmente el coran y ningun musulman creyente tiene argumentos para rebatir a Mahoma.,0,0,0,20170819_CR,1,0,0,0,0.2689,1,0,0,0,0.2689
detests,d_23_02,d_23,No han tenido reformismo y por tanto van jodidos a la hora de discutir,d_23_01,0,0,20170819_CR,1,1,1,1,0.9526,1,1,0,1,0.7311
detests,d_24_01,d_24,Cuando se ponen los interes por medio el terrorismo es un mal menor.,0,0,0,20170819_CR,0,0,0,0,0.0474,0,0,0,0,0.0474
detests,d_24_02,d_24,Para el civil es una lógica fuera de su alcance.,d_24_01,0,0,20170819_CR,0,0,0,0,0.0474,0,0,0,0,0.0474
detests,d_24_03,d_24,Es que manda güevos que sea de conocimiento público que Arabia Saudí sea el que financie las ideologías extremistas y no se haga nada para empezar por exterminarlas allí.,d_24_02,0,0,20170819_CR,0,0,0,0,0.0474,0,0,0,0,0.0474
detests,d_24_04,d_24,Qué impotencia.,d_24_03,0,0,20170819_CR,0,0,0,0,0.0474,0,0,0,0,0.0474
detests,d_25_01,d_25,"Como idea divertida, estaría bien ir reemplazando a sus imanes progresivamente por gente de aquí con conocimientos suficientes del islam para hacerse pasar por imanes y entregar una versión menos dañina de su religión a sus fieles; y eventualmente preparar el día en que se prohíba este tipo de adoctrinamientos.",0,d_12,d_12,20170819_CR,0,1,0,0,0.2689,0,1,0,0,0.2689
detests,d_26_01,d_26,No son tan iguales si unos estan prohibidos y perseguidos y los otros no,0,d_11,d_11,20170819_CR,0,0,0,0,0.0474,0,0,0,0,0.0474
detests,d_27_01,d_27,"Claro que no, pero no creo que se les atacara por ser religiosos, sino por tomar parte de un bando por una parte, y por ser un colectivo privilegiado desde el feudalismo.",0,d_20,d_155,20170819_CR,0,0,0,0,0.0474,0,0,0,0,0.0474
detests,d_28_01,d_28,Ni lider espiritual ni dogmatico.,0,d_22,d_144,20170819_CR,0,0,0,0,0.0474,0,0,0,0,0.0474
detests,d_28_02,d_28,Simplemente apunto a tu propia simplicidad en el argumento y la peligrosidad del mismo.,d_28_01,d_22,d_144,20170819_CR,0,0,0,0,0.0474,0,0,0,0,0.0474
detests,d_28_03,d_28,"""Yo tengo la verdad absoluta y quien no este de acuerdo conmigo es un imbecil"".",d_28_02,d_22,d_144,20170819_CR,0,0,0,0,0.0474,0,0,0,0,0.0474
detests,d_28_04,d_28,"Yo no creo que seas un imbecil, y no estoy de acuerdo contigo en que tu propuesta sea la solucion para una sociedad mejor.",d_28_03,d_22,d_144,20170819_CR,0,0,0,0,0.0474,0,0,0,0,0.0474
detests,d_28_05,d_28,"Si estoy de acuerdo que la religion no deberia regular la vida publica, pero tambien creo que cada cual debe de ser libre y respetado para poder hacer lo que le de la gana en su casa siempre y cuando no moleste ni imponga su libertad ni derechos sobre los de los demas.",d_28_04,d_22,d_144,20170819_CR,0,0,0,0,0.0474,0,0,0,0,0.0474
detests,d_28_06,d_28,"Tu en cambio quieres que todo el mundo se conforme con tu vision e ideologia, y eso no esta bien.",d_28_05,d_22,d_144,20170819_CR,0,0,0,0,0.0474,0,0,0,0,0.0474
detests,d_29_01,d_29,¿Que libros del islam quieres prohibir?,0,d_26,d_11,20170819_CR,0,0,0,0,0.0474,0,0,0,0,0.0474
detests,d_29_02,d_29,"Si los encuentras, denuncialos y pide que se prohiban.",d_29_01,d_26,d_11,20170819_CR,0,0,0,0,0.0474,0,0,0,0,0.0474
detests,d_30_01,d_30,¿Tomaron parte?,0,d_27,d_155,20170819_CR,0,0,0,0,0.0474,0,0,0,0,0.0474
detests,d_30_02,d_30,"Deja de buscar excusas, el ateísmo puede ser igual de malo que cualquier religión.",d_30_01,d_27,d_155,20170819_CR,0,0,0,0,0.0474,0,0,0,0,0.0474
detests,d_30_03,d_30,"Lo importante es la tolerancia, no las creencias personales de cada uno.",d_30_02,d_27,d_155,20170819_CR,0,0,0,0,0.0474,0,0,0,0,0.0474
detests,d_30_04,d_30,"¿O a caso te perjudica en algo que yo vea en las teleplastias de Bélmez un indicio de que haya otros ""planos de existencia""?",d_30_03,d_27,d_155,20170819_CR,0,0,0,0,0.0474,0,0,0,0,0.0474
detests,d_31_01,d_31,¿Me estás diciendo que la Sharia no impone su libertad ni derechos sobre los demás o que la iglesia católica en España no hace lo mismo?,0,d_28,d_144,20170819_CR,0,0,0,0,0.0474,0,0,0,0,0.0474
detests,d_32_01,d_32,yo pensaba que había mas policías de paisano en las mezquitas que musulmanes.,0,d_145,d_145,20170819_CR,0,0,0,0,0.0474,0,0,0,0,0.0474
detests,d_32_02,d_32,"Me equivoqué, hay que endurecer y mucho la vigilancia de estos movimients que rápidamente pueden desencadenar en violencia.",d_32_01,d_145,d_145,20170819_CR,1,1,1,1,0.9526,1,0,1,1,0.7311
detests,d_32_03,d_32,"Y lo que dices, igual con cualquier movimiento con papeletas de radicalizarse.",d_32_02,d_145,d_145,20170819_CR,0,0,0,0,0.0474,0,0,0,0,0.0474
detests,d_33_01,d_33,por bastante menos se han parado en seco otras sectas.,0,0,0,20170819_CR,0,0,0,0,0.0474,0,0,0,0,0.0474
detests,d_33_02,d_33,"Pero hoy estamos hablando de esto, en dos semanas el político que mínimamente insinúe algo parecido, caba su tumba política por vfacha",d_33_01,0,0,20170819_CR,0,0,0,0,0.0474,0,0,0,0,0.0474
detests,d_34_01,d_34,Comparar el número de muertos y heridos de una y otra es simplemente ridículo.,0,0,0,20170819_CR,0,0,0,0,0.0474,0,0,0,0,0.0474
detests,d_34_02,d_34,"El catolicismo me parece una mierda, como todas las religiones, pero cuando Europa se estaba empezando a desquitar un poco de la religión aparece esta ola de fanatismo islámico cuyos individuos más modernos tienen el pensamiento de la gente de España en los años 40.",d_34_01,0,0,20170819_CR,1,1,1,1,0.9526,0,1,0,0,0.2689
detests,d_34_03,d_34,Una mierda que no tendríamos que permitir.,d_34_02,0,0,20170819_CR,1,0,0,0,0.2689,1,0,0,0,0.2689
detests,d_35_01,d_35,en Europa nunca cogió base el islamismo así que no hay necesidad de darle sitio.,0,d_139,d_133,20170819_CR,1,0,0,0,0.2689,0,0,0,0,0.0474
detests,d_35_02,d_35,Primero que se civilicen y luego ya veremos.,d_35_01,d_139,d_133,20170819_CR,1,1,1,1,0.9526,1,1,0,1,0.7311
detests,d_36_01,d_36,Lo que estoy diciendo es que tu odio acerrimo y tu creencia de que tu tienes la solucion y no neceistas escuchar a nadie ni cuestionar tus propias ideas es precisamente el mismo proceso que lleva a los radicales de otros bandos a enrocarse en sus posturas.,0,d_31,d_144,20170819_CR,0,0,0,0,0.0474,0,0,0,0,0.0474
detests,d_36_02,d_36,"La sharia, tal como la biblia es interpretable, y el mal esta en la gente que se dedica a interpretarlos para su beneficio y coartando las libertades de la gente tal como tu dices.",d_36_01,d_31,d_144,20170819_CR,0,0,0,0,0.0474,0,0,0,0,0.0474
detests,d_37_01,d_37,"Yo no entiendo muy bien a que os referís con ""prohibir el Islam"" o ""prohibir la práctica del Islam"".",0,0,0,20170819_CR,0,0,0,0,0.0474,0,0,0,0,0.0474
detests,d_37_02,d_37,¿Consiste en prohibir un libro?,d_37_01,0,0,20170819_CR,0,0,0,0,0.0474,0,0,0,0,0.0474
detests,d_37_03,d_37,"¿O prohibir que una persona crea en unicornios, hadas y dioses?",d_37_02,0,0,20170819_CR,0,0,0,0,0.0474,0,0,0,0,0.0474
detests,d_37_04,d_37,¿O tal vez en obligar a toda la sociedad a comer cerdo y beber alcohol?,d_37_03,0,0,20170819_CR,0,0,0,0,0.0474,0,0,0,0,0.0474
detests,d_37_05,d_37,Quizá consista en obligarlos a rezar en las catacumbas romanas.,d_37_04,0,0,20170819_CR,0,0,0,0,0.0474,0,0,0,0,0.0474
detests,d_37_06,d_37,"A lo mejor a lo que os referís es a prohibir los discursos de odio que predican muchos imanes, pero es que eso ya es delito.",d_37_05,0,0,20170819_CR,1,0,0,0,0.2689,0,1,0,0,0.2689
detests,d_37_07,d_37,"U os referís a eliminar cualquier subvención o ventaja fiscal del estado, lo cuál sería fantástico pero en la práctica no estás prohibiendo dicha religión si esta se autofinancia.",d_37_06,0,0,20170819_CR,0,0,1,0,0.2689,0,0,1,0,0.2689
detests,d_37_08,d_37,"De verdad, me gustaría saber cómo se prohibe una religión.",d_37_07,0,0,20170819_CR,0,0,0,0,0.0474,0,0,0,0,0.0474
detests,d_38_01,d_38,"¿Como que es su único objetivo, o crees que realmente buscan la salvación espiritual, etc. etc.?",0,d_36,d_144,20170819_CR,0,0,0,0,0.0474,0,0,0,0,0.0474
detests,d_39_01,d_39,"El islamismo cogio buena base en el Reino Unido gracias al gobierno que facilito la financiacion de mezquitas, imanes y escuelas por parte de Arabia Saudi y el salafismo.",0,d_35,d_133,20170819_CR,1,0,0,0,0.2689,0,0,0,0,0.0474
detests,d_39_02,d_39,"Y lo hicieron por dinero, para beneficiar a empressas y politicos.",d_39_01,d_35,d_133,20170819_CR,1,0,0,0,0.2689,1,0,0,0,0.2689
detests,d_39_03,d_39,Tu sugerencia de que no estan civilizados sugiere que tu mismo sufres alguna que otra carencia en cultura y conocimiento como para entender lo que es estar civilizado.,d_39_02,d_35,d_133,20170819_CR,1,1,1,1,0.9526,1,1,0,1,0.7311
detests,d_40_01,d_40,"claro, hay zonas no-go por toda Europa llena de cristianos radicales obligando a la gente a vivir según sus creencias.",0,d_2,d_51,20170819_CR,0,1,0,0,0.2689,0,1,0,0,0.2689
detests,d_40_02,d_40,Yo no sé si es buenismo o imbecilidad directamente,d_40_01,d_2,d_51,20170819_CR,0,0,0,0,0.0474,0,0,0,0,0.0474
detests,d_41_01,d_41,"¿entonces, mejor ignoramos los problemas, hacemos como si no existieran?",0,d_139,d_133,20170819_CR,0,0,0,0,0.0474,0,0,0,0,0.0474
detests,d_41_02,d_41,"Si me preguntas, NO tengo la solución (y sospecho de los que afirman tenerlas), pero leñe, algo habrá que hacer, que ya se han cruzado muchas líneas rojas...",d_41_01,d_139,d_133,20170819_CR,0,0,0,0,0.0474,0,0,0,0,0.0474
detests,d_41_03,d_41,"Toca poner sobre la mesa un problema latente, y dejar de mirar hacia otro lado, siempre acorde a las leyes obviamente",d_41_02,d_139,d_133,20170819_CR,0,0,0,0,0.0474,0,0,0,0,0.0474
detests,d_42_01,d_42,¿se prohíben sectas?,0,0,0,20170819_CR,0,0,0,0,0.0474,0,0,0,0,0.0474
detests,d_42_02,d_42,"De hecho, se han prohibido sectas por muchísimo menos que la mierda que arrastra el islam (y no hablo solo de atentados)",d_42_01,0,0,20170819_CR,1,1,1,1,0.9526,0,0,0,0,0.0474
detests,d_43_01,d_43,"No, los lideres de los movimientos sociales, sean religiosos o no, se mueven mayoritariamente motivados por el ego, el ansia de poder, influencia y hambre de trascendencia.",0,d_38,d_144,20170819_CR,0,0,0,0,0.0474,0,0,0,0,0.0474
detests,d_43_02,d_43,En algunas ocasiones si hay lideres que han traido progreso para la mayor parte de la sociedad de forma inclusiva y sin hacerlo a costa de otros.,d_43_01,d_38,d_144,20170819_CR,0,0,0,0,0.0474,0,0,0,0,0.0474
detests,d_43_03,d_43,Pero me temo que no seguian propuestas parecidas a la tuya.,d_43_02,d_38,d_144,20170819_CR,0,0,0,0,0.0474,0,0,0,0,0.0474
detests,d_44_01,d_44,"No hay escusas, son hechos.",0,d_30,d_155,20170819_CR,0,0,0,0,0.0474,0,0,0,0,0.0474
detests,d_44_02,d_44,"Tolerancia a las creencias de cada uno, porsupuesto.",d_44_01,d_30,d_155,20170819_CR,0,0,0,0,0.0474,0,0,0,0,0.0474
detests,d_44_03,d_44,"Pero tolerancia 0, a quien quiera imponer a la sociedad esas creencias como modelo de conducta.",d_44_02,d_30,d_155,20170819_CR,0,0,0,0,0.0474,0,0,0,0,0.0474
detests,d_45_01,d_45,Claro que hay que hacer algo.,0,d_41,d_133,20170819_CR,0,0,0,0,0.0474,0,0,0,0,0.0474
detests,d_45_02,d_45,Pero no hay que precipitarse ni dejarse llevar por el miedo.,d_45_01,d_41,d_133,20170819_CR,0,0,0,0,0.0474,0,0,0,0,0.0474
detests,d_45_03,d_45,"Habra que analizar como se radicalizaron, quien pago a ese iman, cuantos mas imanes hay similares, apoyar a las comunidades para que informen y expulsen a los radicales.",d_45_02,d_41,d_133,20170819_CR,0,1,0,0,0.2689,0,1,0,0,0.2689
detests,d_45_04,d_45,"Hay que poner todas las puertas posibles al salafismo y el wahabismo, asi como otras ideologias del odio.",d_45_03,d_41,d_133,20170819_CR,0,0,0,0,0.0474,0,0,0,0,0.0474
detests,d_45_05,d_45,Hay que hacer mucho.,d_45_04,d_41,d_133,20170819_CR,0,0,0,0,0.0474,0,0,0,0,0.0474
detests,d_45_06,d_45,Pero no hay que precipitarse ni buscar soluciones milagrosas.,d_45_05,d_41,d_133,20170819_CR,0,0,0,0,0.0474,0,0,0,0,0.0474
detests,d_45_07,d_45,No hay que escuchar los cantos de sirena de quienes siembran odio contra unos u otros.,d_45_06,d_41,d_133,20170819_CR,0,0,0,0,0.0474,0,0,0,0,0.0474
detests,d_45_08,d_45,Hay que ser mejor que eso.,d_45_07,d_41,d_133,20170819_CR,0,0,0,0,0.0474,0,0,0,0,0.0474
detests,d_46_01,d_46,"está claro, medidas preventivas las que quieras.",0,0,0,20170819_CR,0,0,0,0,0.0474,0,0,0,0,0.0474
detests,d_46_02,d_46,Pero dime que con el uso de tecnologías poner a 12 o 20 personas de acuerdo desde el extranjero tampoco es posible?,d_46_01,0,0,20170819_CR,0,0,0,0,0.0474,0,0,0,0,0.0474
detests,d_46_03,d_46,Prefiero monitorizar una mezquita que una conexión cifrada,d_46_02,0,0,20170819_CR,1,0,0,0,0.2689,1,0,0,0,0.2689
detests,d_47_01,d_47,El mismo argumento que usan los islamistas para hablar de los occidentales matando con bombardeos ninyos en Siria e Iraq.,0,0,0,20170819_CR,0,1,0,0,0.2689,0,1,0,0,0.2689
detests,d_47_02,d_47,Tu quieres sembrar odio.,d_47_01,0,0,20170819_CR,0,0,0,0,0.0474,0,0,0,0,0.0474
detests,d_47_03,d_47,Tu quieres poner a todo el mundo en grupos donde todos son iguales.,d_47_02,0,0,20170819_CR,0,0,0,0,0.0474,0,0,0,0,0.0474
detests,d_47_04,d_47,Seguramente porque asi te es mas facil de tratar de entender el mundo.,d_47_03,0,0,20170819_CR,0,0,0,0,0.0474,0,0,0,0,0.0474
detests,d_47_05,d_47,Pero al mismo tiempo sabes que no todos son iguales.,d_47_04,0,0,20170819_CR,0,0,0,0,0.0474,0,0,0,0,0.0474
detests,d_47_06,d_47,"Mira tu familia, o tus amigos.",d_47_05,0,0,20170819_CR,0,0,0,0,0.0474,0,0,0,0,0.0474
detests,d_47_07,d_47,"Son todos igual de cristianos, de conservadores, de fanaticos? No.",d_47_06,0,0,20170819_CR,0,0,0,0,0.0474,0,0,0,0,0.0474
detests,d_48_01,d_48,"me parece genial que pienses lo que quieras pero si tú líder usa su ""púlpito"" (me da igual la religión) para difundir ideas homófobas, contrarias a la ley, democracia.... pues se le cierra el chiringuito.",0,d_158,d_135,20170819_CR,0,0,0,0,0.0474,0,0,0,0,0.0474
detests,d_48_02,d_48,"Y en general como mínimo las religiones suelen ser supremacistas, homófobas, machistas, excluyentes....",d_48_01,d_158,d_135,20170819_CR,0,0,0,0,0.0474,0,0,0,0,0.0474
detests,d_49_01,d_49,"¿Ah si? Tú que estás tan bien informado, que es lo que dicen los musulmanes que iban a diario a la mezquita esta de Ripoll y sabían de qué pie cojeaba el iman?",0,d_124,d_124,20170819_CR,0,0,0,0,0.0474,0,0,0,0,0.0474
detests,d_49_02,d_49,Porque no he leido en ningún sitio que se fueran a denunciarlo para evitar que mataran a nadie.,d_49_01,d_124,d_124,20170819_CR,1,1,1,1,0.9526,1,1,1,1,0.9526
