comment_id,bt_text,bt_parent_text,bt_root_text,bt_hoax
s_14,Y no hablemos de turismo quirúrgico...,"Ahora es oficial: El gobierno aprueba la salud pública universal, que dará salud gratuita a los inmigrantes ilegales con el dinero de toda la URL española Bueno, nada, para trabajar y pagar impuestos por los ilegales.","Ahora es oficial: El gobierno aprueba la salud pública universal, que dará salud gratuita a los inmigrantes ilegales con el dinero de toda la URL española Bueno, nada, para trabajar y pagar impuestos por los ilegales.",Costear la salud de los inmigrantes ilegales cuesta 1.100 millones de euros
s_15,"Deberíamos ir a una huelga de impuestos, es una pena que se los quiten antes de pagar o cobrar la nómina.","Ahora es oficial: El gobierno aprueba la salud pública universal, que dará salud gratuita a los inmigrantes ilegales con el dinero de toda la URL española Bueno, nada, para trabajar y pagar impuestos por los ilegales.","Ahora es oficial: El gobierno aprueba la salud pública universal, que dará salud gratuita a los inmigrantes ilegales con el dinero de toda la URL española Bueno, nada, para trabajar y pagar impuestos por los ilegales.",Costear la salud de los inmigrantes ilegales cuesta 1.100 millones de euros
s_16,"Si tienes un hijo mayor de 22 años que no trabaja (porque está desempleado, no porque no quiera) y no estudia (porque no puede permitírselo), prepárate para el papeleo que tienes que hacer y que puede ir a un centro de salud. Ya verás qué risa.","Ahora es oficial: El gobierno aprueba la salud pública universal, que dará salud gratuita a los inmigrantes ilegales con el dinero de toda la URL española Bueno, nada, para trabajar y pagar impuestos por los ilegales.","Ahora es oficial: El gobierno aprueba la salud pública universal, que dará salud gratuita a los inmigrantes ilegales con el dinero de toda la URL española Bueno, nada, para trabajar y pagar impuestos por los ilegales.",Costear la salud de los inmigrantes ilegales cuesta 1.100 millones de euros
s_17,¡Está claro que nos han tomado por tontos! No hay beneficios universales en ningún país europeo y son perfectamente democráticos.,"Ahora es oficial: El gobierno aprueba la salud pública universal, que dará salud gratuita a los inmigrantes ilegales con el dinero de toda la URL española Bueno, nada, para trabajar y pagar impuestos por los ilegales.","Ahora es oficial: El gobierno aprueba la salud pública universal, que dará salud gratuita a los inmigrantes ilegales con el dinero de toda la URL española Bueno, nada, para trabajar y pagar impuestos por los ilegales.",Costear la salud de los inmigrantes ilegales cuesta 1.100 millones de euros
s_18,"Ayer estaba en la hacienda gravando, todo español, por la tarde fui al centro de salud, español, la mitad.","Ahora es oficial: El gobierno aprueba la salud pública universal, que dará salud gratuita a los inmigrantes ilegales con el dinero de toda la URL española Bueno, nada, para trabajar y pagar impuestos por los ilegales.","Ahora es oficial: El gobierno aprueba la salud pública universal, que dará salud gratuita a los inmigrantes ilegales con el dinero de toda la URL española Bueno, nada, para trabajar y pagar impuestos por los ilegales.",Costear la salud de los inmigrantes ilegales cuesta 1.100 millones de euros
s_19,Este gobierno está empezando a disgustarme mucho.,"Ahora es oficial: El gobierno aprueba la salud pública universal, que dará salud gratuita a los inmigrantes ilegales con el dinero de toda la URL española Bueno, nada, para trabajar y pagar impuestos por los ilegales.","Ahora es oficial: El gobierno aprueba la salud pública universal, que dará salud gratuita a los inmigrantes ilegales con el dinero de toda la URL española Bueno, nada, para trabajar y pagar impuestos por los ilegales.",Costear la salud de los inmigrantes ilegales cuesta 1.100 millones de euros
s_20,"No tengo mucho más que añadir. Este tipo lo dice maravillosamente. Bueno, sí, la curación nunca ha sido gratis, lo pagamos todo, sale de la IRPF y el IVA, no su salario. URL.","Ahora es oficial: El gobierno aprueba la salud pública universal, que dará salud gratuita a los inmigrantes ilegales con el dinero de toda la URL española Bueno, nada, para trabajar y pagar impuestos por los ilegales.","Ahora es oficial: El gobierno aprueba la salud pública universal, que dará salud gratuita a los inmigrantes ilegales con el dinero de toda la URL española Bueno, nada, para trabajar y pagar impuestos por los ilegales.",Costear la salud de los inmigrantes ilegales cuesta 1.100 millones de euros
s_21,Y también la mitad de Europa viene a cuidar de forma gratuita en Salud Española.,"Ahora es oficial: El gobierno aprueba la salud pública universal, que dará salud gratuita a los inmigrantes ilegales con el dinero de toda la URL española Bueno, nada, para trabajar y pagar impuestos por los ilegales.","Ahora es oficial: El gobierno aprueba la salud pública universal, que dará salud gratuita a los inmigrantes ilegales con el dinero de toda la URL española Bueno, nada, para trabajar y pagar impuestos por los ilegales.",Costear la salud de los inmigrantes ilegales cuesta 1.100 millones de euros
s_22,"No puedo hacer más horas, no doy más de mí mismo, y este tweet es serio.","Ahora es oficial: El gobierno aprueba la salud pública universal, que dará salud gratuita a los inmigrantes ilegales con el dinero de toda la URL española Bueno, nada, para trabajar y pagar impuestos por los ilegales.","Ahora es oficial: El gobierno aprueba la salud pública universal, que dará salud gratuita a los inmigrantes ilegales con el dinero de toda la URL española Bueno, nada, para trabajar y pagar impuestos por los ilegales.",Costear la salud de los inmigrantes ilegales cuesta 1.100 millones de euros
s_23,Eres un cáncer para España. ¡La perra es que no eres la única!,"Ahora es oficial: El gobierno aprueba la salud pública universal, que dará salud gratuita a los inmigrantes ilegales con el dinero de toda la URL española Bueno, nada, para trabajar y pagar impuestos por los ilegales.","Ahora es oficial: El gobierno aprueba la salud pública universal, que dará salud gratuita a los inmigrantes ilegales con el dinero de toda la URL española Bueno, nada, para trabajar y pagar impuestos por los ilegales.",Costear la salud de los inmigrantes ilegales cuesta 1.100 millones de euros
s_24,"España con los socios son un chollo para los ilegales, y los españoles para trabajar por un salario de mierda para pagarles salud y otros beneficios que se nos niega a los en casa. Luego la caja de la seguridad social en déficit. Scoundrels.","Ahora es oficial: El gobierno aprueba la salud pública universal, que dará salud gratuita a los inmigrantes ilegales con el dinero de toda la URL española Bueno, nada, para trabajar y pagar impuestos por los ilegales.","Ahora es oficial: El gobierno aprueba la salud pública universal, que dará salud gratuita a los inmigrantes ilegales con el dinero de toda la URL española Bueno, nada, para trabajar y pagar impuestos por los ilegales.",Costear la salud de los inmigrantes ilegales cuesta 1.100 millones de euros
s_25,"Cien mil millones de euros al año acabo de oír que nos va a costar, aumentar más la deuda billonaria de España.","Ahora es oficial: El gobierno aprueba la salud pública universal, que dará salud gratuita a los inmigrantes ilegales con el dinero de toda la URL española Bueno, nada, para trabajar y pagar impuestos por los ilegales.","Ahora es oficial: El gobierno aprueba la salud pública universal, que dará salud gratuita a los inmigrantes ilegales con el dinero de toda la URL española Bueno, nada, para trabajar y pagar impuestos por los ilegales.",Costear la salud de los inmigrantes ilegales cuesta 1.100 millones de euros
s_26,Que vengan a Andalucía...,"Ahora es oficial: El gobierno aprueba la salud pública universal, que dará salud gratuita a los inmigrantes ilegales con el dinero de toda la URL española Bueno, nada, para trabajar y pagar impuestos por los ilegales.","Ahora es oficial: El gobierno aprueba la salud pública universal, que dará salud gratuita a los inmigrantes ilegales con el dinero de toda la URL española Bueno, nada, para trabajar y pagar impuestos por los ilegales.",Costear la salud de los inmigrantes ilegales cuesta 1.100 millones de euros
s_27,"Es la única manera de sentirse bien, limpiar sus manos y ganar cristianos religiosos lo que muchos hay. Lo que falta es que se visten en capilares en Pascua!","Ahora es oficial: El gobierno aprueba la salud pública universal, que dará salud gratuita a los inmigrantes ilegales con el dinero de toda la URL española Bueno, nada, para trabajar y pagar impuestos por los ilegales.","Ahora es oficial: El gobierno aprueba la salud pública universal, que dará salud gratuita a los inmigrantes ilegales con el dinero de toda la URL española Bueno, nada, para trabajar y pagar impuestos por los ilegales.",Costear la salud de los inmigrantes ilegales cuesta 1.100 millones de euros
s_28,"El problema no es que puedan ir al médico, ... el problema es que no hay control de entrada o residencia. Ellos podrán saturar nuestro sistema de salud cuando en sus países no los escuchen, lo que es lo más habitual","Ahora es oficial: El gobierno aprueba la salud pública universal, que dará salud gratuita a los inmigrantes ilegales con el dinero de toda la URL española Bueno, nada, para trabajar y pagar impuestos por los ilegales.","Ahora es oficial: El gobierno aprueba la salud pública universal, que dará salud gratuita a los inmigrantes ilegales con el dinero de toda la URL española Bueno, nada, para trabajar y pagar impuestos por los ilegales.",Costear la salud de los inmigrantes ilegales cuesta 1.100 millones de euros
s_29,¡A la mierda la maldita curación universal!,"Ahora es oficial: El gobierno aprueba la salud pública universal, que dará salud gratuita a los inmigrantes ilegales con el dinero de toda la URL española Bueno, nada, para trabajar y pagar impuestos por los ilegales.","Ahora es oficial: El gobierno aprueba la salud pública universal, que dará salud gratuita a los inmigrantes ilegales con el dinero de toda la URL española Bueno, nada, para trabajar y pagar impuestos por los ilegales.",Costear la salud de los inmigrantes ilegales cuesta 1.100 millones de euros
s_30,Sin la menor duda que los ángeles de Sierra Morena del siglo XIX comparados con los alimañas político-sociales que desde el gobierno pretenden saquear a todos los españoles para enriquecer a los protegidos ilegales.,"Ahora es oficial: El gobierno aprueba la salud pública universal, que dará salud gratuita a los inmigrantes ilegales con el dinero de toda la URL española Bueno, nada, para trabajar y pagar impuestos por los ilegales.","Ahora es oficial: El gobierno aprueba la salud pública universal, que dará salud gratuita a los inmigrantes ilegales con el dinero de toda la URL española Bueno, nada, para trabajar y pagar impuestos por los ilegales.",Costear la salud de los inmigrantes ilegales cuesta 1.100 millones de euros
s_31,"Tuve que pagar por una compañía médica, porque la cita para un especialista fue de dos meses y medio. He estado en la lista durante 45 años.","Ahora es oficial: El gobierno aprueba la salud pública universal, que dará salud gratuita a los inmigrantes ilegales con el dinero de toda la URL española Bueno, nada, para trabajar y pagar impuestos por los ilegales.","Ahora es oficial: El gobierno aprueba la salud pública universal, que dará salud gratuita a los inmigrantes ilegales con el dinero de toda la URL española Bueno, nada, para trabajar y pagar impuestos por los ilegales.",Costear la salud de los inmigrantes ilegales cuesta 1.100 millones de euros
s_32,"Nunca veo tus tweets cuando rescatamos a los ricos con nuestro dinero, banca, negocios, carreteras y si por ser humanos.","Ahora es oficial: El gobierno aprueba la salud pública universal, que dará salud gratuita a los inmigrantes ilegales con el dinero de toda la URL española Bueno, nada, para trabajar y pagar impuestos por los ilegales.","Ahora es oficial: El gobierno aprueba la salud pública universal, que dará salud gratuita a los inmigrantes ilegales con el dinero de toda la URL española Bueno, nada, para trabajar y pagar impuestos por los ilegales.",Costear la salud de los inmigrantes ilegales cuesta 1.100 millones de euros
s_33,"Cuando la curación fue cortada y costó vidas, ninguno de ustedes la criticó, y a salvo del cáncer no somos nadie.","Ahora es oficial: El gobierno aprueba la salud pública universal, que dará salud gratuita a los inmigrantes ilegales con el dinero de toda la URL española Bueno, nada, para trabajar y pagar impuestos por los ilegales.","Ahora es oficial: El gobierno aprueba la salud pública universal, que dará salud gratuita a los inmigrantes ilegales con el dinero de toda la URL española Bueno, nada, para trabajar y pagar impuestos por los ilegales.",Costear la salud de los inmigrantes ilegales cuesta 1.100 millones de euros
s_34,"Cuando no invertiste en I+D y todos nuestros científicos tuvieron que hacerse grandes con otros países, te mantuviste callado como si...","Ahora es oficial: El gobierno aprueba la salud pública universal, que dará salud gratuita a los inmigrantes ilegales con el dinero de toda la URL española Bueno, nada, para trabajar y pagar impuestos por los ilegales.","Ahora es oficial: El gobierno aprueba la salud pública universal, que dará salud gratuita a los inmigrantes ilegales con el dinero de toda la URL española Bueno, nada, para trabajar y pagar impuestos por los ilegales.",Costear la salud de los inmigrantes ilegales cuesta 1.100 millones de euros
s_35,Son recolectores de salvados y esparcidores de trigo.,"Ahora es oficial: El gobierno aprueba la salud pública universal, que dará salud gratuita a los inmigrantes ilegales con el dinero de toda la URL española Bueno, nada, para trabajar y pagar impuestos por los ilegales.","Ahora es oficial: El gobierno aprueba la salud pública universal, que dará salud gratuita a los inmigrantes ilegales con el dinero de toda la URL española Bueno, nada, para trabajar y pagar impuestos por los ilegales.",Costear la salud de los inmigrantes ilegales cuesta 1.100 millones de euros
s_36,"Ven a gastar caballeros @user entonces en deudas y aumentar los impuestos para poder pagar todo, entonces nos quejamos de pp para aumentar los impuestos no es de extrañar si viene y gastar y dejar todo a 0 no presentable presidente @user elecciones ya","Ahora es oficial: El gobierno aprueba la salud pública universal, que dará salud gratuita a los inmigrantes ilegales con el dinero de toda la URL española Bueno, nada, para trabajar y pagar impuestos por los ilegales.","Ahora es oficial: El gobierno aprueba la salud pública universal, que dará salud gratuita a los inmigrantes ilegales con el dinero de toda la URL española Bueno, nada, para trabajar y pagar impuestos por los ilegales.",Costear la salud de los inmigrantes ilegales cuesta 1.100 millones de euros
s_37,¿Y alguien echa de menos todo eso y lo que está por venir? Volverán a arruinar España como ya se ha hecho contraparte socialista,"Ahora es oficial: El gobierno aprueba la salud pública universal, que dará salud gratuita a los inmigrantes ilegales con el dinero de toda la URL española Bueno, nada, para trabajar y pagar impuestos por los ilegales.","Ahora es oficial: El gobierno aprueba la salud pública universal, que dará salud gratuita a los inmigrantes ilegales con el dinero de toda la URL española Bueno, nada, para trabajar y pagar impuestos por los ilegales.",Costear la salud de los inmigrantes ilegales cuesta 1.100 millones de euros
s_38,Madre Mia... lo mal que se ve esto... nos parecemos a los tontos de Europa...,"Ahora es oficial: El gobierno aprueba la salud pública universal, que dará salud gratuita a los inmigrantes ilegales con el dinero de toda la URL española Bueno, nada, para trabajar y pagar impuestos por los ilegales.","Ahora es oficial: El gobierno aprueba la salud pública universal, que dará salud gratuita a los inmigrantes ilegales con el dinero de toda la URL española Bueno, nada, para trabajar y pagar impuestos por los ilegales.",Costear la salud de los inmigrantes ilegales cuesta 1.100 millones de euros
s_39,Pedrito a menudo arruina lo que estás haciendo Tolai,"Ahora es oficial: El gobierno aprueba la salud pública universal, que dará salud gratuita a los inmigrantes ilegales con el dinero de toda la URL española Bueno, nada, para trabajar y pagar impuestos por los ilegales.","Ahora es oficial: El gobierno aprueba la salud pública universal, que dará salud gratuita a los inmigrantes ilegales con el dinero de toda la URL española Bueno, nada, para trabajar y pagar impuestos por los ilegales.",Costear la salud de los inmigrantes ilegales cuesta 1.100 millones de euros
s_40,"Sr. Sánchez, incluso los inmigrantes legales, q pagar sus impuestos, están de acuerdo en: Quien no tiene obligaciones, no puede tener derechos, nos llevará de vuelta a la ruina que he contribuido 37 años, es mi obligación, no voy a renunciar a mi paga de jubilación, es mi derecho","Ahora es oficial: El gobierno aprueba la salud pública universal, que dará salud gratuita a los inmigrantes ilegales con el dinero de toda la URL española Bueno, nada, para trabajar y pagar impuestos por los ilegales.","Ahora es oficial: El gobierno aprueba la salud pública universal, que dará salud gratuita a los inmigrantes ilegales con el dinero de toda la URL española Bueno, nada, para trabajar y pagar impuestos por los ilegales.",Costear la salud de los inmigrantes ilegales cuesta 1.100 millones de euros
s_41,"Incluyendo los 1000 que, ayer mismo, llegaron a las costas andaluzas, y a ese ritmo TODOS los que vienen, pero no hay dinero para pagar las pensiones que nos iban a pagar estas.","Ahora es oficial: El gobierno aprueba la salud pública universal, que dará salud gratuita a los inmigrantes ilegales con el dinero de toda la URL española Bueno, nada, para trabajar y pagar impuestos por los ilegales.","Ahora es oficial: El gobierno aprueba la salud pública universal, que dará salud gratuita a los inmigrantes ilegales con el dinero de toda la URL española Bueno, nada, para trabajar y pagar impuestos por los ilegales.",Costear la salud de los inmigrantes ilegales cuesta 1.100 millones de euros
s_42,"Vete a la mierda de aquí, porque perteneces al ejército, tienes el ISFAS, si piensas en aparecer para la seguridad social, primero para la visita te envían una factura que se asusta y luego te amenazan en caso de que no te paguen, pero si vienes de fuera no hay problema","Ahora es oficial: El gobierno aprueba la salud pública universal, que dará salud gratuita a los inmigrantes ilegales con el dinero de toda la URL española Bueno, nada, para trabajar y pagar impuestos por los ilegales.","Ahora es oficial: El gobierno aprueba la salud pública universal, que dará salud gratuita a los inmigrantes ilegales con el dinero de toda la URL española Bueno, nada, para trabajar y pagar impuestos por los ilegales.",Costear la salud de los inmigrantes ilegales cuesta 1.100 millones de euros
s_43,Nos hará eternos hasta que lleguen las próximas elecciones.,"Ahora es oficial: El gobierno aprueba la salud pública universal, que dará salud gratuita a los inmigrantes ilegales con el dinero de toda la URL española Bueno, nada, para trabajar y pagar impuestos por los ilegales.","Ahora es oficial: El gobierno aprueba la salud pública universal, que dará salud gratuita a los inmigrantes ilegales con el dinero de toda la URL española Bueno, nada, para trabajar y pagar impuestos por los ilegales.",Costear la salud de los inmigrantes ilegales cuesta 1.100 millones de euros
s_44,Creo que es perfecto.,"Ahora es oficial: El gobierno aprueba la salud pública universal, que dará salud gratuita a los inmigrantes ilegales con el dinero de toda la URL española Bueno, nada, para trabajar y pagar impuestos por los ilegales.","Ahora es oficial: El gobierno aprueba la salud pública universal, que dará salud gratuita a los inmigrantes ilegales con el dinero de toda la URL española Bueno, nada, para trabajar y pagar impuestos por los ilegales.",Costear la salud de los inmigrantes ilegales cuesta 1.100 millones de euros
s_45,Usted ya está trabajando para pagar a la Iglesia por las carreteras rescatadas para pagar los bancos al castor de Florentino......,"Ahora es oficial: El gobierno aprueba la salud pública universal, que dará salud gratuita a los inmigrantes ilegales con el dinero de toda la URL española Bueno, nada, para trabajar y pagar impuestos por los ilegales.","Ahora es oficial: El gobierno aprueba la salud pública universal, que dará salud gratuita a los inmigrantes ilegales con el dinero de toda la URL española Bueno, nada, para trabajar y pagar impuestos por los ilegales.",Costear la salud de los inmigrantes ilegales cuesta 1.100 millones de euros
s_46,"No estoy de acuerdo con esta medida populista, pero es lo que está sucediendo en Europa con la inmigración. Aquí en España, tanto la derecha como la izquierda en este tema han seguido las directrices de Bruselas para la inmigración incontrolada.","Ahora es oficial: El gobierno aprueba la salud pública universal, que dará salud gratuita a los inmigrantes ilegales con el dinero de toda la URL española Bueno, nada, para trabajar y pagar impuestos por los ilegales.","Ahora es oficial: El gobierno aprueba la salud pública universal, que dará salud gratuita a los inmigrantes ilegales con el dinero de toda la URL española Bueno, nada, para trabajar y pagar impuestos por los ilegales.",Costear la salud de los inmigrantes ilegales cuesta 1.100 millones de euros
s_47,"No veo mucha charla que a partir de ahora, todos los españoles van a pagar por la salud de los inmigrantes ilegales. Salud pública universal para todos, fuera de las concertinas de la valla de Ceuta y Melilla (que Zapatero puso) y ayudas y dinero para todos.",,"No veo mucha charla que a partir de ahora, todos los españoles van a pagar por la salud de los inmigrantes ilegales. Salud pública universal para todos, fuera de las concertinas de la valla de Ceuta y Melilla (que Zapatero puso) y ayudas y dinero para todos.",Costear la salud de los inmigrantes ilegales cuesta 1.100 millones de euros
s_48,"El gobierno dará atención médica gratuita a todos los inmigrantes ilegales, “gracias a nuestros impuestos”. Mientras tanto, para pagar el bono de julio a nuestros pensionistas, ha pedido un préstamo al Tesoro. #FronterasSafe #VOXAlcongreso URL vía @user",,"El gobierno dará atención médica gratuita a todos los inmigrantes ilegales, “gracias a nuestros impuestos”. Mientras tanto, para pagar el bono de julio a nuestros pensionistas, ha pedido un préstamo al Tesoro. #FronterasSafe #VOXAlcongreso URL vía @user",Costear la salud de los inmigrantes ilegales cuesta 1.100 millones de euros
s_49,gastos y más gastos y más impuestos,"El gobierno dará atención médica gratuita a todos los inmigrantes ilegales, “gracias a nuestros impuestos”. Mientras tanto, para pagar el bono de julio a nuestros pensionistas, ha pedido un préstamo al Tesoro. #FronterasSafe #VOXAlcongreso URL vía @user","El gobierno dará atención médica gratuita a todos los inmigrantes ilegales, “gracias a nuestros impuestos”. Mientras tanto, para pagar el bono de julio a nuestros pensionistas, ha pedido un préstamo al Tesoro. #FronterasSafe #VOXAlcongreso URL vía @user",Costear la salud de los inmigrantes ilegales cuesta 1.100 millones de euros
s_50,¡Son irresponsables! #EleccionesYA #SánchezNoMerepresenta #SánchezPresidenteNoElecto #EspañaLaPrimera,"El gobierno dará atención médica gratuita a todos los inmigrantes ilegales, “gracias a nuestros impuestos”. Mientras tanto, para pagar el bono de julio a nuestros pensionistas, ha pedido un préstamo al Tesoro. #FronterasSafe #VOXAlcongreso URL vía @user","El gobierno dará atención médica gratuita a todos los inmigrantes ilegales, “gracias a nuestros impuestos”. Mientras tanto, para pagar el bono de julio a nuestros pensionistas, ha pedido un préstamo al Tesoro. #FronterasSafe #VOXAlcongreso URL vía @user",Costear la salud de los inmigrantes ilegales cuesta 1.100 millones de euros
s_51,"Oscuridad para tu casa y luz para los de afuera, socialismo populismo y chavismo, la misma mierda.","El gobierno dará atención médica gratuita a todos los inmigrantes ilegales, “gracias a nuestros impuestos”. Mientras tanto, para pagar el bono de julio a nuestros pensionistas, ha pedido un préstamo al Tesoro. #FronterasSafe #VOXAlcongreso URL vía @user","El gobierno dará atención médica gratuita a todos los inmigrantes ilegales, “gracias a nuestros impuestos”. Mientras tanto, para pagar el bono de julio a nuestros pensionistas, ha pedido un préstamo al Tesoro. #FronterasSafe #VOXAlcongreso URL vía @user",Costear la salud de los inmigrantes ilegales cuesta 1.100 millones de euros
s_52,"Ya hemos tenido suficiente de esta historia, y la izquierda comunista siempre viene y regala nuestro dinero.","El gobierno dará atención médica gratuita a todos los inmigrantes ilegales, “gracias a nuestros impuestos”. Mientras tanto, para pagar el bono de julio a nuestros pensionistas, ha pedido un préstamo al Tesoro. #FronterasSafe #VOXAlcongreso URL vía @user","El gobierno dará atención médica gratuita a todos los inmigrantes ilegales, “gracias a nuestros impuestos”. Mientras tanto, para pagar el bono de julio a nuestros pensionistas, ha pedido un préstamo al Tesoro. #FronterasSafe #VOXAlcongreso URL vía @user",Costear la salud de los inmigrantes ilegales cuesta 1.100 millones de euros
