source,id,comment_id,text,level1,level2,level3,level4,stereotype_a1,stereotype_a2,stereotype_a3,stereotype,stereotype_soft,implicit_a1,implicit_a2,implicit_a3,implicit,implicit_soft,english_translation
detests,d_23_01,d_23,El tema es que le basta con recitar textualmente el coran y ningun musulman creyente tiene argumentos para rebatir a Mahoma.,0,0,0,20170819_CR,1,0,0,0,0.2689,1,0,0,0,0.2689,The issue was that it was enough for him to recite the Qur'an textually and no believing Muslim had arguments to fight Muhammad.
detests,d_23_02,d_23,No han tenido reformismo y por tanto van jodidos a la hora de discutir,d_23_01,0,0,20170819_CR,1,1,1,1,0.9526,1,1,0,1,0.7311,They have had no reformism and so they are fucked up about arguing
detests,d_24_01,d_24,Cuando se ponen los interes por medio el terrorismo es un mal menor.,0,0,0,20170819_CR,0,0,0,0,0.0474,0,0,0,0,0.0474,"When they put their interest through terrorism, it's a minor bad."
detests,d_24_02,d_24,Para el civil es una lógica fuera de su alcance.,d_24_01,0,0,20170819_CR,0,0,0,0,0.0474,0,0,0,0,0.0474,To the civilian it's a logic beyond his reach.
detests,d_24_03,d_24,Es que manda güevos que sea de conocimiento público que Arabia Saudí sea el que financie las ideologías extremistas y no se haga nada para empezar por exterminarlas allí.,d_24_02,0,0,20170819_CR,0,0,0,0,0.0474,0,0,0,0,0.0474,It's that she commands that it be public knowledge that Saudi Arabia be the one to fund extremist ideologies and that nothing be done to start with by exterminating them there.
detests,d_24_04,d_24,Qué impotencia.,d_24_03,0,0,20170819_CR,0,0,0,0,0.0474,0,0,0,0,0.0474,What an impotence.
detests,d_25_01,d_25,"Como idea divertida, estaría bien ir reemplazando a sus imanes progresivamente por gente de aquí con conocimientos suficientes del islam para hacerse pasar por imanes y entregar una versión menos dañina de su religión a sus fieles; y eventualmente preparar el día en que se prohíba este tipo de adoctrinamientos.",0,d_12,d_12,20170819_CR,0,1,0,0,0.2689,0,1,0,0,0.2689,"As an amusing idea, it would be good to progressively replace his magnets with people here with sufficient knowledge of Islam to pass as magnets and give a less damaging version of his religion to his faithful and eventually prepare for the day that his indoctrinations are prohibited."
detests,d_26_01,d_26,No son tan iguales si unos estan prohibidos y perseguidos y los otros no,0,d_11,d_11,20170819_CR,0,0,0,0,0.0474,0,0,0,0,0.0474,They are not as alike if some are prohibited and persecuted and others are not
detests,d_27_01,d_27,"Claro que no, pero no creo que se les atacara por ser religiosos, sino por tomar parte de un bando por una parte, y por ser un colectivo privilegiado desde el feudalismo.",0,d_20,d_155,20170819_CR,0,0,0,0,0.0474,0,0,0,0,0.0474,"Of course they did, but I don't think they were targeted for being religious, but for taking part from one party and for being a privileged collective from feudalism."
detests,d_28_01,d_28,Ni lider espiritual ni dogmatico.,0,d_22,d_144,20170819_CR,0,0,0,0,0.0474,0,0,0,0,0.0474,No spiritual or dogmatic leadership.
detests,d_28_02,d_28,Simplemente apunto a tu propia simplicidad en el argumento y la peligrosidad del mismo.,d_28_01,d_22,d_144,20170819_CR,0,0,0,0,0.0474,0,0,0,0,0.0474,I simply propose to your own simplicity in his argument and his danger.
detests,d_28_03,d_28,"""Yo tengo la verdad absoluta y quien no este de acuerdo conmigo es un imbecil"".",d_28_02,d_22,d_144,20170819_CR,0,0,0,0,0.0474,0,0,0,0,0.0474,"""I have the absolute truth and whoever doesn't agree with me is an asshole."""
detests,d_28_04,d_28,"Yo no creo que seas un imbecil, y no estoy de acuerdo contigo en que tu propuesta sea la solucion para una sociedad mejor.",d_28_03,d_22,d_144,20170819_CR,0,0,0,0,0.0474,0,0,0,0,0.0474,"I don't think you're an asshole, and I disagree with you that your proposal will be a solution for a better society."
detests,d_28_05,d_28,"Si estoy de acuerdo que la religion no deberia regular la vida publica, pero tambien creo que cada cual debe de ser libre y respetado para poder hacer lo que le de la gana en su casa siempre y cuando no moleste ni imponga su libertad ni derechos sobre los de los demas.",d_28_04,d_22,d_144,20170819_CR,0,0,0,0,0.0474,0,0,0,0,0.0474,"If I agree that religion should not regulate public life, but I also believe that everyone should be free and respected so as to be able to do his best at his or her place as long as his or her freedom and rights are not put into place."
detests,d_28_06,d_28,"Tu en cambio quieres que todo el mundo se conforme con tu vision e ideologia, y eso no esta bien.",d_28_05,d_22,d_144,20170819_CR,0,0,0,0,0.0474,0,0,0,0,0.0474,"Instead you want everyone to agree with your vision and ideology, and that's bad."
detests,d_29_01,d_29,¿Que libros del islam quieres prohibir?,0,d_26,d_11,20170819_CR,0,0,0,0,0.0474,0,0,0,0,0.0474,What books of Islam do you propose to ban?
detests,d_29_02,d_29,"Si los encuentras, denuncialos y pide que se prohiban.",d_29_01,d_26,d_11,20170819_CR,0,0,0,0,0.0474,0,0,0,0,0.0474,"If you find them, report them and ask them to be banned."
detests,d_30_01,d_30,¿Tomaron parte?,0,d_27,d_155,20170819_CR,0,0,0,0,0.0474,0,0,0,0,0.0474,Did they have a share?
detests,d_30_02,d_30,"Deja de buscar excusas, el ateísmo puede ser igual de malo que cualquier religión.",d_30_01,d_27,d_155,20170819_CR,0,0,0,0,0.0474,0,0,0,0,0.0474,"Stop looking for excuses, atheism can be as bad as any religion."
detests,d_30_03,d_30,"Lo importante es la tolerancia, no las creencias personales de cada uno.",d_30_02,d_27,d_155,20170819_CR,0,0,0,0,0.0474,0,0,0,0,0.0474,"The important thing is tolerance, not each other's personal beliefs."
detests,d_30_04,d_30,"¿O a caso te perjudica en algo que yo vea en las teleplastias de Bélmez un indicio de que haya otros ""planos de existencia""?",d_30_03,d_27,d_155,20170819_CR,0,0,0,0,0.0474,0,0,0,0,0.0474,"Or does something bad to you that I have an indication about other ""plans of existence"" in Belgium's dashboards?"
detests,d_31_01,d_31,¿Me estás diciendo que la Sharia no impone su libertad ni derechos sobre los demás o que la iglesia católica en España no hace lo mismo?,0,d_28,d_144,20170819_CR,0,0,0,0,0.0474,0,0,0,0,0.0474,Are you telling me that the Sharia doesn't impose his liberty or his rights on others or that the Catholic Church in Spain doesn't do the same?
detests,d_32_01,d_32,yo pensaba que había mas policías de paisano en las mezquitas que musulmanes.,0,d_145,d_145,20170819_CR,0,0,0,0,0.0474,0,0,0,0,0.0474,I thought there were more plaintiffs in mosques than Muslims.
detests,d_32_02,d_32,"Me equivoqué, hay que endurecer y mucho la vigilancia de estos movimients que rápidamente pueden desencadenar en violencia.",d_32_01,d_145,d_145,20170819_CR,1,1,1,1,0.9526,1,0,1,1,0.7311,"I was wrong, and we have to tighten up and have a great deal of monitoring these mobilids that can quickly trigger violence."
detests,d_32_03,d_32,"Y lo que dices, igual con cualquier movimiento con papeletas de radicalizarse.",d_32_02,d_145,d_145,20170819_CR,0,0,0,0,0.0474,0,0,0,0,0.0474,"And what you say, same with any movement with ballots to radicalize."
detests,d_33_01,d_33,por bastante menos se han parado en seco otras sectas.,0,0,0,20170819_CR,0,0,0,0,0.0474,0,0,0,0,0.0474,other sects have been stopped dry by far less.
detests,d_33_02,d_33,"Pero hoy estamos hablando de esto, en dos semanas el político que mínimamente insinúe algo parecido, caba su tumba política por vfacha",d_33_01,0,0,20170819_CR,0,0,0,0,0.0474,0,0,0,0,0.0474,"But today we are talking about this, in two weeks the politician who minimally infuriates something similar, caged his political grave for vfacha"
detests,d_34_01,d_34,Comparar el número de muertos y heridos de una y otra es simplemente ridículo.,0,0,0,20170819_CR,0,0,0,0,0.0474,0,0,0,0,0.0474,Comparison of the number of dead and wounded from one and another is simply ridiculous.
detests,d_34_02,d_34,"El catolicismo me parece una mierda, como todas las religiones, pero cuando Europa se estaba empezando a desquitar un poco de la religión aparece esta ola de fanatismo islámico cuyos individuos más modernos tienen el pensamiento de la gente de España en los años 40.",d_34_01,0,0,20170819_CR,1,1,1,1,0.9526,0,1,0,0,0.2689,"Catholicism looks to me as bad as all religions, but as Europe was starting to awaken a little from religion, this wave of Islamic fanaticism appears with more modern individuals with the thought of Spanish people in the 1940s."
detests,d_34_03,d_34,Una mierda que no tendríamos que permitir.,d_34_02,0,0,20170819_CR,1,0,0,0,0.2689,1,0,0,0,0.2689,Some shit we wouldn't have to let.
detests,d_35_01,d_35,en Europa nunca cogió base el islamismo así que no hay necesidad de darle sitio.,0,d_139,d_133,20170819_CR,1,0,0,0,0.2689,0,0,0,0,0.0474,"Islamism was never built up in Europe, so there's no need to give them place."
detests,d_35_02,d_35,Primero que se civilicen y luego ya veremos.,d_35_01,d_139,d_133,20170819_CR,1,1,1,1,0.9526,1,1,0,1,0.7311,First they get civil and then we'll see.
detests,d_36_01,d_36,Lo que estoy diciendo es que tu odio acerrimo y tu creencia de que tu tienes la solucion y no neceistas escuchar a nadie ni cuestionar tus propias ideas es precisamente el mismo proceso que lleva a los radicales de otros bandos a enrocarse en sus posturas.,0,d_31,d_144,20170819_CR,0,0,0,0,0.0474,0,0,0,0,0.0474,What I'm saying is that your stalk hate and your belief that you have the solution and don't have to listen to anyone or question your own ideas is precisely the same process that leads radicals from other sides to get put up with their postures.
detests,d_36_02,d_36,"La sharia, tal como la biblia es interpretable, y el mal esta en la gente que se dedica a interpretarlos para su beneficio y coartando las libertades de la gente tal como tu dices.",d_36_01,d_31,d_144,20170819_CR,0,0,0,0,0.0474,0,0,0,0,0.0474,"The sharia, as the bible's can be interpreted, and bad's about people who are dedicated to interpreting them for their benefit and restricting people's freedoms as you say."
detests,d_37_01,d_37,"Yo no entiendo muy bien a que os referís con ""prohibir el Islam"" o ""prohibir la práctica del Islam"".",0,0,0,20170819_CR,0,0,0,0,0.0474,0,0,0,0,0.0474,"I do not quite understand what you mean by ""prohibiting Islam"" or ""prohibiting the practice of Islam."""
detests,d_37_02,d_37,¿Consiste en prohibir un libro?,d_37_01,0,0,20170819_CR,0,0,0,0,0.0474,0,0,0,0,0.0474,Do you mean to ban a book?
detests,d_37_03,d_37,"¿O prohibir que una persona crea en unicornios, hadas y dioses?",d_37_02,0,0,20170819_CR,0,0,0,0,0.0474,0,0,0,0,0.0474,"Or to let a person believe in unicorns, fairies and gods?"
detests,d_37_04,d_37,¿O tal vez en obligar a toda la sociedad a comer cerdo y beber alcohol?,d_37_03,0,0,20170819_CR,0,0,0,0,0.0474,0,0,0,0,0.0474,Or perhaps forcing the whole society to eat pork and drink alcohol?
detests,d_37_05,d_37,Quizá consista en obligarlos a rezar en las catacumbas romanas.,d_37_04,0,0,20170819_CR,0,0,0,0,0.0474,0,0,0,0,0.0474,Maybe it's about forcing them to pray at Roman catacombs.
detests,d_37_06,d_37,"A lo mejor a lo que os referís es a prohibir los discursos de odio que predican muchos imanes, pero es que eso ya es delito.",d_37_05,0,0,20170819_CR,1,0,0,0,0.2689,0,1,0,0,0.2689,"Maybe you're talking about banning hate speech that many magnets preach, but that's a crime."
detests,d_37_07,d_37,"U os referís a eliminar cualquier subvención o ventaja fiscal del estado, lo cuál sería fantástico pero en la práctica no estás prohibiendo dicha religión si esta se autofinancia.",d_37_06,0,0,20170819_CR,0,0,1,0,0.2689,0,0,1,0,0.2689,"Or you mean to remove any subsidy or fiscal advantage from the state, which would be fantastic but in practice you aren't banning that religion if it's self-financed."
detests,d_37_08,d_37,"De verdad, me gustaría saber cómo se prohibe una religión.",d_37_07,0,0,20170819_CR,0,0,0,0,0.0474,0,0,0,0,0.0474,I really wish I knew how a religion was prohibited.
detests,d_38_01,d_38,"¿Como que es su único objetivo, o crees que realmente buscan la salvación espiritual, etc. etc.?",0,d_36,d_144,20170819_CR,0,0,0,0,0.0474,0,0,0,0,0.0474,"Like his only goal, or do you think they really seek spiritual salvation, etc.?"
detests,d_39_01,d_39,"El islamismo cogio buena base en el Reino Unido gracias al gobierno que facilito la financiacion de mezquitas, imanes y escuelas por parte de Arabia Saudi y el salafismo.",0,d_35,d_133,20170819_CR,1,0,0,0,0.2689,0,0,0,0,0.0474,"Islamism was well founded in the UK by the government that facilitated the financing of mosques, magnets and schools by Saudi Arabia and salaph."
detests,d_39_02,d_39,"Y lo hicieron por dinero, para beneficiar a empressas y politicos.",d_39_01,d_35,d_133,20170819_CR,1,0,0,0,0.2689,1,0,0,0,0.2689,"And they did it for money, to benefit entrepreneurs and politicians."
detests,d_39_03,d_39,Tu sugerencia de que no estan civilizados sugiere que tu mismo sufres alguna que otra carencia en cultura y conocimiento como para entender lo que es estar civilizado.,d_39_02,d_35,d_133,20170819_CR,1,1,1,1,0.9526,1,1,0,1,0.7311,Your suggestion that they are not civil suggests that you have some other shortcoming in culture and knowledge to understand what it's about to be civil.
