source,id,comment_id,text,level1,level2,level3,level4,stereotype_a1,stereotype_a2,stereotype_a3,stereotype,stereotype_soft,implicit_a1,implicit_a2,implicit_a3,implicit,implicit_soft,backtranslated_text
stereohoax,s_10,s_10,"Hay que ser positivos, mejor ahora que sólo van a gobernar 2 años, a que lo hicieran en 2020 con 4 años por delante",0,s_8,s_8,SP003,0.0,0.0,0.0,0,0.0474,0.0,0.0,0.0,0.0,0.0474,"Tenemos que ser positivos, mejor ahora que sólo van a gobernar 2 años, que en 2020 con 4 años por delante."
stereohoax,s_11,s_11,Imbéciles universales es lo que son éstos.,0,s_8,s_8,SP003,0.0,0.0,1.0,0,0.2689,0.0,0.0,0.0,0.0,0.0474,Los imbéciles universales son lo que son.
stereohoax,s_12,s_12,Por supuesto a costa de la tan socorrida clase trabajadora (les encanta el termino) que igual vale para un roto que para un descosido.,0,s_8,s_8,SP003,0.0,0.0,1.0,0,0.2689,0.0,0.0,0.0,0.0,0.0474,"Por supuesto, a expensas de la clase obrera tan sufrida (aman el término) que es igualmente bueno para uno roto que para uno inquieto."
stereohoax,s_13,s_13,¡¡¡Que fácil hacer cosas con el dinero de los demás!!!,0,s_8,s_8,SP003,0.0,0.0,1.0,0,0.2689,0.0,0.0,0.0,0.0,0.0474,¡Qué fácil hacer las cosas con el dinero de otras personas!
stereohoax,s_14,s_14,Y no hablemos del turismo quirúrgico...,0,s_8,s_8,SP003,0.0,1.0,0.0,0,0.2689,0.0,1.0,0.0,0.0,0.2689,Y no hablemos de turismo quirúrgico...
stereohoax,s_15,s_15,Deberíamos hacer una huelga de impuestos. Lastima que nos los quiten antes de pagar o de cobrar la nómina.,0,s_8,s_8,SP003,0.0,0.0,0.0,0,0.0474,0.0,0.0,0.0,0.0,0.0474,"Deberíamos ir a una huelga de impuestos, es una pena que se los quiten antes de pagar o cobrar la nómina."
stereohoax,s_16,s_16,"Si tienes un hijo de más de 22 que no trabaje (porque está en el paro, no porque no quiera) y no estudia (porque no lo puede pagar), vete preparando para la ristra de papeles que te toca hacer y que pueda ir a un centro de salud. Verás qué risa.",0,s_8,s_8,SP003,0.0,1.0,0.0,0,0.2689,0.0,1.0,0.0,0.0,0.2689,"Si tienes un hijo mayor de 22 años que no trabaja (porque está desempleado, no porque no quiera) y no estudia (porque no puede permitírselo), prepárate para el papeleo que tienes que hacer y que puede ir a un centro de salud. Ya verás qué risa."
stereohoax,s_17,s_17,¡Está claro que nos han tomado por tontos! En ningún país europeo existen prestaciones universales y son perfectamente democráticos.,0,s_8,s_8,SP003,0.0,0.0,0.0,0,0.0474,0.0,0.0,0.0,0.0,0.0474,¡Está claro que nos han tomado por tontos! No hay beneficios universales en ningún país europeo y son perfectamente democráticos.
stereohoax,s_18,s_18,"Ayer estuve en hacienda tributando, todos españoles, por la tarde fui al centro de salud, españoles, la mitad.",0,s_8,s_8,SP003,1.0,1.0,1.0,1,0.9526,1.0,1.0,0.0,1.0,0.7311,"Ayer estaba en la hacienda gravando, todo español, por la tarde fui al centro de salud, español, la mitad."
stereohoax,s_19,s_19,Este gobierno está empezando a darme mucho asco.,0,s_8,s_8,SP003,0.0,0.0,0.0,0,0.0474,0.0,0.0,0.0,0.0,0.0474,Este gobierno está empezando a disgustarme mucho.
stereohoax,s_20,s_20,"No tengo mucho más que añadir. Este chico lo cuenta estupendamente. Bueno, si, la sanidad NUNCA ha sido gratis, la pagamos todos, sale del IRPF y el IVA, no de tu sueldo.
URL",0,s_8,s_8,SP003,0.0,0.0,0.0,0,0.0474,0.0,0.0,0.0,0.0,0.0474,"No tengo mucho más que añadir. Este tipo lo dice maravillosamente. Bueno, sí, la curación nunca ha sido gratis, lo pagamos todo, sale de la IRPF y el IVA, no su salario. URL."
stereohoax,s_21,s_21,Y además media Europa viniendo a atenderse gratis en la Sanidad Española.,0,s_8,s_8,SP003,1.0,1.0,0.0,1,0.7311,1.0,0.0,0.0,0.0,0.2689,Y también la mitad de Europa viene a cuidar de forma gratuita en Salud Española.
stereohoax,s_22,s_22,"Joder pues yo más horas no puedo hacer, no doy más de mi. Y este tuit es serio",0,s_8,s_8,SP003,0.0,0.0,0.0,0,0.0474,0.0,0.0,0.0,0.0,0.0474,"No puedo hacer más horas, no doy más de mí mismo, y este tweet es serio."
stereohoax,s_23,s_23,Eres un cáncer para España. La putada es q no eres el único!😪,0,s_8,s_8,SP003,0.0,0.0,0.0,0,0.0474,0.0,0.0,0.0,0.0,0.0474,Eres un cáncer para España. ¡La perra es que no eres la única!
stereohoax,s_24,s_24,"España con los sociatas son un chollo para los ilegales, y los españoles a trabajar por un salario de mierda para pagarles sanidad y demás beneficios que se nos niega a los de casa. Luego la caja de la seguridad social en déficit. Sinvergüenzas.",0,s_8,s_8,SP003,1.0,1.0,1.0,1,0.9526,0.0,0.0,0.0,0.0,0.0474,"España con los socios son un chollo para los ilegales, y los españoles para trabajar por un salario de mierda para pagarles salud y otros beneficios que se nos niega a los en casa. Luego la caja de la seguridad social en déficit. Scoundrels."
stereohoax,s_25,s_25,1.100 millones de EUROS al año acabo de escuchar que nos va a costar. A incrementar más la billonaria deuda española.,0,s_8,s_8,SP003,0.0,1.0,1.0,1,0.7311,0.0,1.0,0.0,0.0,0.2689,"Cien mil millones de euros al año acabo de oír que nos va a costar, aumentar más la deuda billonaria de España."
stereohoax,s_26,s_26,Que se vengan a Andalucía...veran,0,s_8,s_8,SP003,0.0,0.0,0.0,0,0.0474,0.0,0.0,0.0,0.0,0.0474,Que vengan a Andalucía...
stereohoax,s_27,s_27,"Es la única forma de sentirse buenos, limpiarse las manos y ganar a los cristianos religiosos qué hay muchos. Lo que falta es que se vistan de capirotes en Semana Santa!",0,s_8,s_8,SP003,0.0,0.0,0.0,0,0.0474,0.0,0.0,0.0,0.0,0.0474,"Es la única manera de sentirse bien, limpiar sus manos y ganar cristianos religiosos lo que muchos hay. Lo que falta es que se visten en capilares en Pascua!"
stereohoax,s_28,s_28,"El problema no es q puedan ir al médico,...el problema es q no hay control de entrada ni de residencia. Podrán saturar nuestro sistema sanitario siempre q en sus países no les hagan caso, cosa de lo más habitual",0,s_8,s_8,SP003,1.0,1.0,1.0,1,0.9526,1.0,0.0,0.0,0.0,0.2689,"El problema no es que puedan ir al médico, ... el problema es que no hay control de entrada o residencia. Ellos podrán saturar nuestro sistema de salud cuando en sus países no los escuchen, lo que es lo más habitual"
stereohoax,s_29,s_29,me cago en la puta sanidad universal!,0,s_8,s_8,SP003,0.0,0.0,0.0,0,0.0474,0.0,0.0,0.0,0.0,0.0474,¡A la mierda la maldita curación universal!
stereohoax,s_30,s_30,Sin la menor duda que los de Sierra Morena siglo XIX angelitos comparados con las alimañas politico-sociales que desde el Gobierno pretenden saquear a todos los españoles para enriquecer a protegidos ilegales.,0,s_8,s_8,SP003,1.0,1.0,1.0,1,0.9526,0.0,1.0,0.0,0.0,0.2689,Sin la menor duda que los ángeles de Sierra Morena del siglo XIX comparados con los alimañas político-sociales que desde el gobierno pretenden saquear a todos los españoles para enriquecer a los protegidos ilegales.
stereohoax,s_31,s_31,"He tenido que costearme una sociedad médica, porque la cita para un especialista era para dos meses y medio.
Llevo 45 años cotizados.",0,s_8,s_8,SP003,0.0,1.0,0.0,0,0.2689,0.0,1.0,0.0,0.0,0.2689,"Tuve que pagar por una compañía médica, porque la cita para un especialista fue de dos meses y medio. He estado en la lista durante 45 años."
stereohoax,s_32,s_32,"No veo nunca vuestros twits de cuando rescatamos a los ricos con nuestro dinero, banca, empresas, autopistas y si por ser humanos. Aquí los buenos cristianos",0,s_8,s_8,SP003,0.0,0.0,0.0,0,0.0474,0.0,0.0,0.0,0.0,0.0474,"Nunca veo tus tweets cuando rescatamos a los ricos con nuestro dinero, banca, negocios, carreteras y si por ser humanos."
stereohoax,s_33,s_33,Cuando se recortaba la sanidad y costaba incluso vidas ninguno de vosotros lo criticasteis. Y a salvo de un cáncer no estamos nadie,0,s_8,s_8,SP003,0.0,0.0,0.0,0,0.0474,0.0,0.0,0.0,0.0,0.0474,"Cuando la curación fue cortada y costó vidas, ninguno de ustedes la criticó, y a salvo del cáncer no somos nadie."
stereohoax,s_34,s_34,"Cuando no se invertia en I +D y todos nuestros científicos se tenían que y  hacer grandes a otros países , callabais como pu...",0,s_8,s_8,SP003,0.0,0.0,0.0,0,0.0474,0.0,0.0,0.0,0.0,0.0474,"Cuando no invertiste en I+D y todos nuestros científicos tuvieron que hacerse grandes con otros países, te mantuviste callado como si..."
stereohoax,s_35,s_35,Sois unos recogedores de salvado y expendedores de trigo,0,s_8,s_8,SP003,0.0,0.0,0.0,0,0.0474,0.0,0.0,0.0,0.0,0.0474,Son recolectores de salvados y esparcidores de trigo.
stereohoax,s_36,s_36,"Venga a gastar señores @user luego a deudas y subir impuestos para poder pagar todo, luego nos quejamos de pp por subir impuestos no me extraña si es llegar ustedes y gastar y dejar todo a 0 impresentable de presidente @user  elecciones ya",0,s_8,s_8,SP003,0.0,0.0,1.0,0,0.2689,0.0,0.0,0.0,0.0,0.0474,"Ven a gastar caballeros @user entonces en deudas y aumentar los impuestos para poder pagar todo, entonces nos quejamos de pp para aumentar los impuestos no es de extrañar si viene y gastar y dejar todo a 0 no presentable presidente @user elecciones ya"
stereohoax,s_37,s_37,¿Y a alguien le extraña todo eso y lo que está por venir?  Volverán a arruinar España como ya hizo homólogo socialista,0,s_8,s_8,SP003,0.0,0.0,0.0,0,0.0474,0.0,0.0,0.0,0.0,0.0474,¿Y alguien echa de menos todo eso y lo que está por venir? Volverán a arruinar España como ya se ha hecho contraparte socialista
stereohoax,s_38,s_38,Madre Mia....que mal pinta esto...parecemos los tontos de Europa..,0,s_8,s_8,SP003,0.0,0.0,0.0,0,0.0474,0.0,0.0,0.0,0.0,0.0474,Madre Mia... lo mal que se ve esto... nos parecemos a los tontos de Europa...
stereohoax,s_39,s_39,Pedrito menudo destrozo estas haciendo tolai,0,s_8,s_8,SP003,0.0,0.0,0.0,0,0.0474,0.0,0.0,0.0,0.0,0.0474,Pedrito a menudo arruina lo que estás haciendo Tolai
stereohoax,s_40,s_40,"Sr Sánchez, hasta los inmigrantes legales,q pagan sus impuestos, están d acuerdo en:
Quién no tiene obligaciones,no puede tener derechos, nos llevará d nuevo a la ruina
Llevo 37 años cotizados,esa es mi obligación,no renunciaré a mi paga d jubilación,ese es mi derecho",0,s_8,s_8,SP003,0.0,1.0,1.0,1,0.7311,0.0,0.0,0.0,0.0,0.0474,"Sr. Sánchez, incluso los inmigrantes legales, q pagar sus impuestos, están de acuerdo en: Quien no tiene obligaciones, no puede tener derechos, nos llevará de vuelta a la ruina que he contribuido 37 años, es mi obligación, no voy a renunciar a mi paga de jubilación, es mi derecho"
stereohoax,s_41,s_41,"Incluidos los 1000 que, sólo ayer, llegaron a las costas andaluzas.
Y a ese ritmo TODOS los que vayan llegando.
Pero no hay dinero para pagar las pensiones... que nos iban a pagar éstos.",0,s_8,s_8,SP003,1.0,1.0,1.0,1,0.9526,1.0,1.0,0.0,1.0,0.7311,"Incluyendo los 1000 que, ayer mismo, llegaron a las costas andaluzas, y a ese ritmo TODOS los que vienen, pero no hay dinero para pagar las pensiones que nos iban a pagar estas."
stereohoax,s_42,s_42,"Manda cojones, por pertenecer al ejercito, tienes el ISFAS, si se te ocurre aparecer por la seguridad social, primero por la visita te mandan una factura que mete miedo y luego te amenazan por si no consigues que se la paguen, pero si vienes de fuera no hay problema",0,s_8,s_8,SP003,1.0,1.0,1.0,1,0.9526,1.0,0.0,0.0,0.0,0.2689,"Vete a la mierda de aquí, porque perteneces al ejército, tienes el ISFAS, si piensas en aparecer para la seguridad social, primero para la visita te envían una factura que se asusta y luego te amenazan en caso de que no te paguen, pero si vienes de fuera no hay problema"
stereohoax,s_43,s_43,Se nos va a hacer eterno hasta que lleguen las próximas elecciones. 😠,0,s_8,s_8,SP003,0.0,0.0,0.0,0,0.0474,0.0,0.0,0.0,0.0,0.0474,Nos hará eternos hasta que lleguen las próximas elecciones.
stereohoax,s_44,s_44,Lo veo perfecto,0,s_8,s_8,SP003,0.0,0.0,0.0,0,0.0474,0.0,0.0,0.0,0.0,0.0474,Creo que es perfecto.
stereohoax,s_45,s_45,Ya estas trabajando para pagar la Iglesia las autopistas rescatadas para pagar a los bancos al castor de Florentino......,0,s_8,s_8,SP003,0.0,0.0,0.0,0,0.0474,0.0,0.0,0.0,0.0,0.0474,Usted ya está trabajando para pagar a la Iglesia por las carreteras rescatadas para pagar los bancos al castor de Florentino......
stereohoax,s_46,s_46,No estoy de acuerdo en esta medida populista pero es lo que esta sucediendo en Europa con la inmigración. Aquí en España tanto la derecha como la izquierda en este tema han seguido las directrices de Bruselas favorable a la inmigración descontrolada.,0,s_8,s_8,SP003,0.0,1.0,1.0,1,0.7311,0.0,0.0,0.0,0.0,0.0474,"No estoy de acuerdo con esta medida populista, pero es lo que está sucediendo en Europa con la inmigración. Aquí en España, tanto la derecha como la izquierda en este tema han seguido las directrices de Bruselas para la inmigración incontrolada."
stereohoax,s_47,s_47,"No veo yo que se hable mucho de que a partir de ahora, todos los españoles vamos a pagar la sanidad a los inmigrantes ilegales. Sanidad pública universal para todos, fuera las concertinas de la valla de Ceuta y Melilla (que puso Zapatero) y ayudas y dinero para todos.",0,0,s_47,SP003,1.0,1.0,0.0,1,0.7311,0.0,0.0,0.0,0.0,0.0474,"No veo mucha charla que a partir de ahora, todos los españoles van a pagar por la salud de los inmigrantes ilegales. Salud pública universal para todos, fuera de las concertinas de la valla de Ceuta y Melilla (que Zapatero puso) y ayudas y dinero para todos."
stereohoax,s_48,s_48,"El Gobierno dará sanidad gratis a todos los inmigrantes ilegales, “gracias a nuestros impuestos”.
Mientras, para pagar la extra de julio a nuestros pensionistas, ha pedido un préstamo al Tesoro.
#FronterasSeguras
#VOXAlCongreso
URL vía @user",0,0,s_48,SP003,1.0,1.0,1.0,1,0.9526,0.0,0.0,0.0,0.0,0.0474,"El gobierno dará atención médica gratuita a todos los inmigrantes ilegales, “gracias a nuestros impuestos”. Mientras tanto, para pagar el bono de julio a nuestros pensionistas, ha pedido un préstamo al Tesoro. #FronterasSafe #VOXAlcongreso URL vía @user"
stereohoax,s_49,s_49,gasto y más gasto y más impuestos,0,s_48,s_48,SP003,0.0,0.0,1.0,0,0.2689,0.0,0.0,0.0,0.0,0.0474,gastos y más gastos y más impuestos
stereohoax,s_50,s_50,"Son unos irresponsables! #EleccionesYA #SánchezNoMeRepresenta
#SánchezPresidenteNoElecto
#EspañaLoPrimero",0,s_48,s_48,SP003,0.0,0.0,0.0,0,0.0474,0.0,0.0,0.0,0.0,0.0474,¡Son irresponsables! #EleccionesYA #SánchezNoMerepresenta #SánchezPresidenteNoElecto #EspañaLaPrimera
stereohoax,s_51,s_51,"Oscuridad para tu casa y luz para los de fuera, socialismo populismo y chavismo,  la misma mierda.",0,s_48,s_48,SP003,0.0,1.0,1.0,1,0.7311,0.0,1.0,0.0,0.0,0.2689,"Oscuridad para tu casa y luz para los de afuera, socialismo populismo y chavismo, la misma mierda."
stereohoax,s_52,s_52,"Ya estamos hartos de este cuento. Siempre igual, llega la izquierda comunista y regala nuestro dinero.",0,s_48,s_48,SP003,0.0,0.0,1.0,0,0.2689,0.0,0.0,0.0,0.0,0.0474,"Ya hemos tenido suficiente de esta historia, y la izquierda comunista siempre viene y regala nuestro dinero."
stereohoax,s_53,s_53,"RECETA PARA COCTEL XENOFÓBICO
- Toma una medida de ""Un ilegal tiene los mismos derechos que tú, pero sin pagar impuestos"".
- Añade una medida de ""Que entren todos""
- Agita bien, y ya tienes un partido anti-inmigración a la europea
- Servir bien caliente
URL",0,0,s_53,SP003,1.0,1.0,1.0,1,0.9526,1.0,1.0,0.0,1.0,0.7311,"RECIBIR PARA XENOFOBIC COCTEL - Tome una medida de ""Un ilegal tiene los mismos derechos que usted, pero sin pagar impuestos"". - Añadir una medida de ""Dejar que todos entren"" - Agitar bien, y usted ya tiene un partido anti-inmigración al europeo - Servir URL caliente"
stereohoax,s_54,s_54,"Y, los españoles pagando toda la vida los impuestos y seguimos pagando el copago. URL",0,s_53,s_53,SP003,1.0,1.0,1.0,1,0.9526,1.0,1.0,0.0,1.0,0.7311,"Y, los españoles pagan sus impuestos toda su vida y seguimos pagando el copago. URL"
stereohoax,s_55,s_55,"-Señor Sánchez ,la seguridad social esta en quiebra.¿Que medidas tomara?
-Darsela gratis a todo el mundo
-Brillante!!",0,s_53,s_53,SP003,0.0,1.0,1.0,1,0.7311,0.0,1.0,0.0,0.0,0.2689,"Sr. Sánchez, la seguridad social está en bancarrota.¿Qué medidas va a tomar? -Dar a todos gratis - Brillante!!"
stereohoax,s_56,s_56,"Venid y vamos todos
Con flores al guapeeeras
Con flores al guapeeeras
Que padre nuestro es",0,s_53,s_53,SP003,0.0,0.0,0.0,0,0.0474,0.0,0.0,0.0,0.0,0.0474,Ven y vamos a todos con flores a los bonitos Con flores a los bonitos Que nuestro padre es
stereohoax,s_57,s_57,"Apuntado. Ahora intento hacer el coctel de ""no hay pensiones; sanidad pública para tutti il mondo"" y ni un pensionista en la calle.",0,s_53,s_53,SP003,0.0,1.0,1.0,1,0.7311,0.0,1.0,0.0,0.0,0.2689,"Ahora trato de hacer el cóctel de ""no hay pensiones; salud pública para tutti il mondo"" y no un pensionista en la calle."
stereohoax,s_58,s_58,es el único que llama a las cosas por su nombre,0,s_53,s_53,SP003,0.0,0.0,0.0,0,0.0474,0.0,0.0,0.0,0.0,0.0474,Es el único que llama a las cosas por su nombre.
stereohoax,s_59,s_59,Resumiendo: definición de #efectollamada.,0,s_53,s_53,SP003,0.0,1.0,1.0,1,0.7311,0.0,1.0,0.0,0.0,0.2689,Resumiendo: definición del efecto #call.
stereohoax,s_60,s_60,"No es solo irresponsabilidad política. Son señores a quienes se les ha confiado gobernar y administrar el dinero de los ciudadanos, los que ahora traicionan y desprecian los derechos de quienes les han puesto ahí.",0,s_53,s_53,SP003,0.0,0.0,0.0,0,0.0474,0.0,0.0,0.0,0.0,0.0474,"No se trata sólo de una irresponsabilidad política, sino de los señores a quienes se ha confiado gobernar y administrar el dinero de los ciudadanos, que ahora traicionan y desprecian los derechos de quienes los han puesto allí."
stereohoax,s_61,s_61,"Venimos padeciendo en consultas, urgencias y hospitales públicos de toda España, falta de médicos, enfermeras, ambulancias, quirofanos, camas, además meses de espera para pruebas médicas, operaciones y rehabilitación. Ahora la sanidad pública que tendremos será tercermundista.",0,s_53,s_53,SP003,0.0,1.0,1.0,1,0.7311,0.0,1.0,0.0,0.0,0.2689,"Venimos sufriendo en consultas, emergencias y hospitales públicos por toda España, falta de médicos, enfermeras, ambulancias, quirófano, camas, así como meses de espera para pruebas médicas, operaciones y rehabilitación. Ahora la salud pública que tendremos será el tercer mundo."
stereohoax,s_62,s_62,"Todos estos pijopogres tienen sanidad privada y mientras están en sus cargos no hacen listas de espera, todo para ellos por la cara, y a los Españoles nos tienen crujidos a impuestos, las pensiones a tomar por culo",0,s_53,s_53,SP003,0.0,0.0,0.0,0,0.0474,0.0,0.0,0.0,0.0,0.0474,"Todos estos pejopogres tienen atención privada de salud y mientras están en el cargo no hacen listas de espera, todos por la cara, y los españoles nos han roto a impuestos, pensiones para joder"
stereohoax,s_63,s_63,"Que bueno es Pedro y sus ministras, Seguridad Social 76.000 millones € en números rojos, un año para operar en trauma. Pensiones 10.000 millones € de prestamo para pagar extra de julio. Pero nada todo gratis que paga España, y si no tenemos, a pedir.",0,s_53,s_53,SP003,0.0,1.0,1.0,1,0.7311,0.0,1.0,0.0,0.0,0.2689,"¿Qué tan bueno es Pedro y sus ministros, Seguridad Social 76 mil millones de euros en números rojos, un año para operar en trauma. Pensiones 10 mil millones de euros préstamo para pagar más julio. Pero nada todo gratis que paga España, y si no tenemos, pedir."
stereohoax,s_64,s_64,"Fuera concertinas fuera fronteras, hay que ser humanitarios, que venga todo el mundo que para eso somos un país rico y lo que  sobra es dinero, sobre todo cuando no es de uno",0,s_53,s_53,SP003,0.0,1.0,1.0,1,0.7311,0.0,1.0,0.0,0.0,0.2689,"Fuera de las concertinas fuera de las fronteras, tienes que ser humanitario, todo el mundo viene que para eso somos un país rico y lo que queda es dinero, especialmente cuando no es de uno."
stereohoax,s_65,s_65,Vaya tela...hacia dónde vamos? Hacia el precipicio!,0,s_53,s_53,SP003,0.0,0.0,0.0,0,0.0474,0.0,0.0,0.0,0.0,0.0474,Qué tela... ¿adónde vamos?
stereohoax,s_66,s_66,Y yo con infarto y un stem puesto buscandome la vida,0,s_53,s_53,SP003,0.0,1.0,0.0,0,0.2689,0.0,1.0,0.0,0.0,0.2689,Y tuve un ataque al corazón y un tallo buscando mi vida.
stereohoax,s_67,s_67,"Si en España queremos tener una esperanza de no sucumbir a la invasión, necesitamos a VOX en el Congreso.",0,s_53,s_53,SP003,1.0,1.0,1.0,1,0.9526,0.0,1.0,0.0,0.0,0.2689,"Si en España queremos tener la esperanza de no sucumbir a la invasión, necesitamos VOX en el Congreso."
stereohoax,s_68,s_68,Me pregunto por qué el objetivo principal de este gobierno es arruinar España y fomentar la inmigración ilegal hasta conseguir nuestra colonización? A quién nos ha vendido?,0,s_53,s_53,SP003,0.0,1.0,1.0,1,0.7311,0.0,0.0,0.0,0.0,0.0474,Me pregunto ¿por qué el objetivo principal de este gobierno es arruinar España y fomentar la inmigración ilegal hasta que consigamos nuestra colonización? ¿A quién nos ha vendido?
stereohoax,s_69,s_69,"1 No es racismo ni xenofobia, es sentido comun y que a uno no lo tomen por tonto. Si yo pago por un servicio quiero que se me preste ese servicio. Me da igual si despues de atenderme a mi atienden a alguien que no lo haya pagado pero que me atiendan.",0,s_53,s_53,SP003,0.0,1.0,0.0,0,0.2689,0.0,1.0,0.0,0.0,0.2689,"1 No es racismo ni xenofobia, es sentido común y no debes ser tomado por tonto. Si pago por un servicio quiero que ese servicio me sea proporcionado. No me importa si después de cuidar de mí atienden a alguien que no lo ha pagado pero que cuidará de mí."
stereohoax,s_70,s_70,Así q el español trabajamos y nos descuentan para la sanidad;emigrante con todos sus derechos; ayuda familiar; casa etc lo q no tiene el ciudadano español; mal pagados y no tenemos derecho a vivienda; tenemos q emigrar y tendremos más derechos q ser español,0,s_53,s_53,SP003,1.0,1.0,1.0,1,0.9526,0.0,0.0,0.0,0.0,0.0474,"Para que los españoles trabajen y nos descuentan por la salud; migrantes con todos sus derechos; ayuda familiar; hogar, etc. lo que el ciudadano español no tiene; mal pagado y no tenemos derecho a la vivienda; tenemos q para emigrar y tendremos más derechos q para ser españoles"
stereohoax,s_71,s_71,Y luego en Europa se preguntan porqué proliferan partidos anti inmigración y de extrema derecha.,0,s_53,s_53,SP003,0.0,0.0,0.0,0,0.0474,0.0,0.0,0.0,0.0,0.0474,Y luego en Europa se preguntan por qué proliferan los partidos antiinmigrantes y de extrema derecha.
